Rk,Name,Age,Tm,IP,G,GS,Wgs,Lgs,ND,Wchp,Ltuf,Wtm,Ltm,tmW-L%,Wlst,Lsv,CG,SHO,QS,QS%,GmScA,Best,Wrst,BQR,BQS,sDR,lDR,RS/GS,RS/IP,IP/GS,Pit/GS,<80,80-99,100-119,≥120,Max,Name-additional
351,Craig Stammen,38,SDP,40.2,33,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,27,27,27,8,4,0,1,1,2.5,3,69,1,0,0,0,69,stammcr01
352,Justin Steele*,26,CHC,119,24,24,4,7,13,4,1,11,13,0.458,3,3,0,0,8,33%,53,76,14,13,4,0,12,4.5,4.1,5,85,7,14,3,0,108,steelju01
353,Jackson Stephens,28,ATL,53.2,39,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0%,35,35,35,7,2,0,1,9,6,3,56,1,0,0,0,56,stephja01
354,Stephen Strasburg,33,WSN,4.2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,23,23,23,0,0,0,1,4,3.6,4.7,83,0,1,0,0,83,strasst01
355,Chris Stratton,31,TOT,63.1,60,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,,49,49,17,5,1,0,3,3,2.3,31,1,0,0,0,31,stratch01
356,Chris Stratton,31,PIT,40.2,40,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,49,49,49,9,2,1,0,3,3,2.3,31,1,0,0,0,31,stratch01
357,Spencer Strider,23,ATL,131.2,31,20,10,4,6,3,0,13,7,0.65,1,3,0,0,10,50%,61.2,94,28,16,7,0,10,5.6,4.3,5.4,94,4,7,9,0,106,stridsp01
358,Ross Stripling,32,TOR,134.1,32,24,9,4,11,2,1,17,7,0.708,2,2,0,0,10,42%,55.3,78,27,10,2,0,10,5.8,5.8,5.1,76,13,11,0,0,95,stripro01
359,Marcus Stroman,31,CHC,138.2,25,25,6,7,12,1,1,9,16,0.36,4,2,0,0,12,48%,53.8,77,12,5,4,0,12,3.6,3.4,5.5,87,3,22,0,0,98,stromma01
360,José Suarez*,24,LAA,109,22,20,7,8,5,3,0,10,10,0.5,1,1,0,0,4,20%,51.3,79,30,25,4,0,20,3.8,4,5.1,84,7,13,0,0,97,suarejo01
361,Ranger Suárez*,26,PHI,155.1,29,29,10,7,12,5,1,17,12,0.586,2,4,0,0,11,38%,51.4,77,21,20,9,0,20,4.6,4.8,5.4,88,7,17,5,0,110,suarera01
362,Erik Swanson,28,SEA,53.2,57,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,57,57,57,11,2,0,1,2,0,2,25,1,0,0,0,25,swanser01
363,Matt Swarmer,28,CHC,34,11,5,1,3,1,0,0,1,4,0.2,0,0,0,0,2,40%,46,67,33,9,4,0,2,3.5,3.8,4.9,89,0,5,0,0,92,swarmma01
364,Noah Syndergaard,29,TOT,134.2,25,24,10,10,4,4,2,11,13,0.458,0,3,1,0,9,38%,50.9,75,22,18,3,0,23,3.7,3.4,5.5,83,8,15,1,0,100,syndeno01
365,Noah Syndergaard,29,LAA,80,15,15,5,8,2,2,2,5,10,0.333,0,2,0,0,5,33%,52.4,75,22,13,2,0,15,3.2,2.5,5.3,83,4,10,1,0,100,syndeno01
366,Noah Syndergaard,29,PHI,54.2,10,9,5,2,2,2,0,6,3,0.667,0,1,1,0,4,44%,48.4,66,31,5,1,0,8,4.6,4.8,5.9,84,4,5,0,0,95,syndeno01
367,Thomas Szapucki*,26,TOT,15,11,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,,3,3,1,0,0,1,3,0,1.3,49,1,0,0,0,49,szaputh01
368,Thomas Szapucki*,26,NYM,1.1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,3,3,3,0,0,0,1,3,0,1.3,49,1,0,0,0,49,szaputh01
369,Jameson Taillon,30,NYY,177.1,32,32,14,5,13,6,1,24,8,0.75,1,6,0,0,12,38%,53.2,83,28,22,6,0,18,5.9,5.3,5.5,88,6,21,5,0,108,taillja01
370,Jackson Tetreault,26,WSN,21,4,4,2,2,0,0,0,2,2,0.5,0,0,0,0,2,50%,43,62,17,2,1,0,3,5.7,7.8,5.3,91,0,4,0,0,99,tetreja01
371,Keegan Thompson,27,CHC,115,29,17,6,5,6,3,0,9,8,0.529,1,3,0,0,4,24%,47.3,75,21,16,4,1,8,4.7,5.4,4.6,78,7,10,0,0,97,thompke02
372,Zach Thompson,28,PIT,121.2,29,22,2,10,10,1,0,7,15,0.318,3,5,0,0,2,9%,45.1,70,11,15,4,2,12,3.6,2.4,4.7,80,10,11,1,0,100,thompza01
373,Zack Thompson*,24,STL,34.2,22,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0%,33,33,33,6,1,0,1,7.9,0,5,92,0,1,0,0,92,thompza02
374,Jesus Tinoco,27,TEX,20.2,17,2,0,0,2,0,0,2,0,1,0,1,0,0,0,0%,50.5,57,44,4,1,2,0,4.2,3,1.5,30,2,0,0,0,36,tinocje01
375,Touki Toussaint,26,LAA,25.1,8,2,0,1,1,0,0,1,1,0.5,1,0,0,0,0,0%,51,67,35,3,0,0,2,5.1,0,3.8,67,2,0,0,0,71,toussto01
376,Duane Underwood Jr.,27,PIT,57.1,51,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,46,46,46,15,7,1,0,1,0,1,18,1,0,0,0,18,underdu01
377,José Ureña,30,TOT,97,21,17,3,8,6,1,1,6,11,0.353,2,2,0,0,7,41%,,64,-2,16,8,0,8,2.6,2.3,5.3,88,2,13,2,0,102,urenajo01
378,José Ureña,30,COL,89.1,17,17,3,8,6,1,1,6,11,0.353,2,2,0,0,7,41%,44.9,64,-2,14,8,0,8,2.6,2.3,5.3,88,2,13,2,0,102,urenajo01
379,Julio Urías*,25,LAD,175,31,31,17,7,7,4,4,21,10,0.677,1,3,0,0,19,61%,60.3,71,24,9,1,0,23,4.7,4.7,5.6,85,7,23,1,0,101,uriasju01
380,José Urquidy,27,HOU,164.1,29,28,13,8,7,4,1,17,11,0.607,3,2,0,0,15,54%,53.2,83,20,11,2,0,25,5.2,5.8,5.8,93,3,18,7,0,111,urquijo01
381,Framber Valdez*,28,HOU,201.1,31,31,17,6,8,1,4,21,10,0.677,3,4,3,1,26,84%,59,83,22,16,3,0,26,5.3,5.1,6.5,97,1,15,15,0,114,valdefr01
382,Louie Varland,24,MIN,26,5,5,1,2,2,1,0,1,4,0.2,1,0,0,0,0,0%,51.4,64,34,1,1,0,5,3.8,5.5,5.2,82,2,3,0,0,91,varlalo01
383,Vince Velasquez,30,CHW,75.1,27,9,2,3,4,2,0,6,3,0.667,0,1,0,0,0,0%,46.9,67,24,5,0,1,7,5.8,4.6,4.4,75,5,3,1,0,101,velasvi01
384,Justin Verlander,39,HOU,175,28,28,18,4,6,3,1,20,8,0.714,0,2,0,0,21,75%,65,84,24,2,0,0,23,4.3,4,6.3,93,3,15,10,0,108,verlaju01
385,Will Vest,27,DET,63,59,2,0,0,2,0,0,0,1,0,0,2,0,0,0,0%,44.5,46,43,13,2,2,0,6,0,0.8,24,2,0,0,0,28,vestwi01
386,Austin Voth,30,TOT,101.2,41,17,4,4,9,4,1,10,7,0.588,0,2,0,0,2,12%,,70,38,22,6,1,10,4.5,3.6,4.5,73,11,6,0,0,94,vothau01
387,Austin Voth,30,BAL,83,22,17,4,4,9,4,1,10,7,0.588,0,2,0,0,2,12%,52.9,70,38,12,4,1,10,4.5,3.6,4.5,73,11,6,0,0,94,vothau01
388,Michael Wacha,30,BOS,127.1,23,23,11,2,10,5,0,16,7,0.696,2,3,1,1,9,39%,54.6,86,23,12,1,0,13,6.2,5.5,5.5,85,8,14,1,0,105,wachami01
389,Adam Wainwright,40,STL,191.2,32,32,11,12,9,3,3,17,15,0.531,3,2,1,0,16,50%,52.6,84,23,17,7,0,14,5.2,5.2,6,98,1,14,17,0,115,wainwad01
390,Ken Waldichuk*,24,OAK,34.2,7,7,2,2,3,1,0,2,5,0.286,1,0,0,0,1,14%,50.1,74,29,3,0,0,5,4.5,4.4,5,84,2,4,1,0,100,waldike01
391,Taijuan Walker,29,NYM,157.1,29,29,12,5,12,2,0,16,13,0.552,1,4,0,0,13,45%,54,77,7,10,6,0,15,4,4.1,5.4,86,4,21,4,0,103,walketa01
392,Andrew Wantz,26,LAA,50.1,42,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,55,55,55,8,2,1,0,2.3,0,1,13,1,0,0,0,13,wantzan01
393,Spenser Watkins,29,BAL,105.1,23,20,4,6,10,2,1,9,11,0.45,0,6,0,0,4,20%,48.6,66,18,15,4,1,13,3.3,2.9,4.8,73,13,7,0,0,88,watkisp01
394,Ryan Weathers*,22,SDP,3.2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,32,32,32,2,0,0,1,19,11.3,3.7,89,0,1,0,0,89,weathry01
395,Luke Weaver,28,TOT,35.2,26,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,,9,9,6,3,0,1,1,0,3.7,74,1,0,0,0,74,weavelu01
396,Luke Weaver,28,ARI,16.1,12,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,9,9,9,4,1,0,1,1,0,3.7,74,1,0,0,0,74,weavelu01
397,Logan Webb,25,SFG,192.1,32,32,15,9,8,3,1,18,14,0.563,3,2,0,0,19,59%,55.8,79,27,15,7,0,16,5.1,4.5,6,94,3,19,10,0,112,webblo01
398,Tyler Wells,27,BAL,103.2,23,23,7,7,9,2,0,11,12,0.478,0,6,0,0,5,22%,50.7,70,31,9,5,0,12,4.4,4.3,4.5,72,15,8,0,0,95,wellsty01
399,Joey Wentz*,24,DET,32.2,7,7,2,2,3,1,0,5,2,0.714,0,1,0,0,1,14%,53.7,74,19,6,1,0,5,3.9,4.7,4.7,79,3,4,0,0,93,wentzjo01
400,Hayden Wesneski,24,CHC,33,6,4,2,1,1,1,1,2,2,0.5,0,0,0,0,3,75%,62,74,52,2,0,0,2,2.3,2.8,6.1,87,0,4,0,0,88,wesneha01
401,Zack Wheeler,32,PHI,153,26,26,12,7,7,1,0,14,12,0.538,1,4,0,0,16,62%,58.8,78,15,10,2,0,16,4.1,4.1,5.9,91,6,13,7,0,109,wheelza01
402,Mitch White,27,TOT,99,25,18,0,6,12,0,0,7,11,0.389,2,7,0,0,1,6%,45.5,68,24,17,4,1,12,4.6,3.1,4.4,78,9,8,1,0,102,whitemi03
403,Mitch White,27,LAD,56,15,10,0,2,8,0,0,5,5,0.5,2,3,0,0,1,10%,51.4,68,24,10,2,1,6,5.3,3.8,4.7,78,5,4,1,0,102,whitemi03
404,Mitch White,27,TOR,43,10,8,0,4,4,0,0,2,6,0.25,0,4,0,0,0,0%,38.1,54,25,7,2,0,6,3.8,2,4.1,77,4,4,0,0,92,whitemi03
405,Garrett Whitlock,26,BOS,78.1,31,9,1,1,7,0,0,5,4,0.556,3,2,0,0,2,22%,50.2,67,22,2,1,1,5,5.4,5.7,4.3,72,6,3,0,0,84,whitlga01
406,Trevor Williams,30,NYM,89.2,30,9,2,4,3,1,0,5,4,0.556,0,1,0,0,1,11%,49.7,80,26,5,1,2,5,5.2,5.4,4.3,70,6,3,0,0,86,willitr01
407,Bryse Wilson,24,PIT,115.2,25,20,3,8,9,2,2,10,10,0.5,2,4,0,0,5,25%,43.9,81,15,14,9,1,12,4.5,4.1,4.7,75,9,11,0,0,96,wilsobr02
408,Steven Wilson,27,SDP,53,50,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,55,55,55,12,1,1,0,2,0,1,12,1,0,0,0,12,wilsost02
409,Josh Winckowski,24,BOS,70.1,15,14,5,7,2,4,2,7,7,0.5,0,1,0,0,3,21%,43.6,61,22,6,3,0,8,4.4,4.2,4.8,81,6,8,0,0,98,winckjo01
410,Josh Winder,25,MIN,67,15,11,4,5,2,1,1,5,6,0.455,0,1,0,0,4,36%,49.4,74,32,8,1,0,9,4.1,4.8,4.8,80,4,7,0,0,91,windejo01
411,Matt Wisler,29,TBR,44,39,5,0,0,5,0,0,3,2,0.6,0,0,0,0,0,0%,52.2,54,46,4,0,5,0,5.9,4.5,1.5,22,5,0,0,0,33,wislema01
412,Alex Wood*,31,SFG,130.2,26,26,8,12,6,4,0,12,14,0.462,1,1,0,0,6,23%,49,78,19,20,9,0,15,4.4,4.5,5,86,5,18,3,0,104,woodal02
413,Jake Woodford,25,STL,48.1,27,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0%,56,56,56,6,1,1,0,13,10.5,5.3,76,1,0,0,0,76,woodfja01
414,Brandon Woodruff,29,MIL,153.1,27,27,13,4,10,4,0,19,8,0.704,5,4,0,0,15,56%,58.6,77,20,15,9,0,19,5,4.1,5.7,94,2,18,7,0,112,woodrbr01
415,Simeon Woods Richardson,21,MIN,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,52,52,52,0,0,0,1,2,3.6,5,91,0,1,0,0,91,woodssi01
416,Kyle Wright,26,ATL,180.1,30,30,21,5,4,5,2,24,6,0.8,1,1,0,0,19,63%,56.7,80,21,15,7,0,20,5.1,5.3,6,90,6,20,4,0,105,wrighky01
417,Jimmy Yacabonis,30,TOT,14,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0%,,48,48,1,0,1,0,3,0,1,21,1,0,0,0,21,yacabji01
418,Jimmy Yacabonis,30,TBR,4.2,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0%,48,48,48,0,0,1,0,3,0,1,21,1,0,0,0,21,yacabji01
419,Miguel Yajure,24,PIT,24.1,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,51,51,51,8,5,0,1,2,2.3,4,65,1,0,0,0,65,yajurmi01
420,Ryan Yarbrough*,30,TBR,80,20,9,0,4,5,0,2,2,7,0.222,1,1,0,0,2,22%,49,68,13,24,9,0,5,2.8,2.1,4.5,74,4,5,0,0,87,yarbrry01
421,Huascar Ynoa,24,ATL,6.2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0%,30,33,27,2,2,0,2,3,1.3,3.3,74,2,0,0,0,75,ynoahu01
422,Alex Young*,28,TOT,26.2,25,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,,40,40,5,0,1,0,2,0,0.7,24,1,0,0,0,24,youngal01
423,Alex Young*,28,SFG,26.1,24,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,40,40,40,5,0,1,0,2,0,0.7,24,1,0,0,0,24,youngal01
424,Angel Zerpa*,22,KCR,11,3,2,1,1,0,1,0,1,1,0.5,0,0,0,0,0,0%,51.5,55,48,2,1,1,1,1.5,1.9,4.5,65,2,0,0,0,73,zerpaan01
425,T.J. Zeuch,26,CIN,10.2,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0%,20,28,16,5,3,0,3,3.7,4.6,3.6,83,1,2,0,0,91,zeuchtj01
426,Bruce Zimmermann*,27,BAL,73.2,15,13,2,5,6,0,1,5,8,0.385,1,2,0,0,3,23%,42.5,63,18,8,3,0,5,3.9,3.1,5.1,79,6,7,0,0,87,zimmebr02
