Rk,Name,Age,Tm,IP,G,GS,Wgs,Lgs,ND,Wchp,Ltuf,Wtm,Ltm,tmW-L%,Wlst,Lsv,CG,SHO,QS,QS%,GmScA,Best,Wrst,BQR,BQS,sDR,lDR,RS/GS,RS/IP,IP/GS,Pit/GS,<80,80-99,100-119,≥120,Max,Name-additional
140,Sawyer Gipson-Long,25,DET,20,4,4,1,0,3,1,0,3,1,0.75,2,1,0,0,0,0%,58,67,53,2,1,0,4,4.4,3.9,5,84,1,3,0,0,92,gipsosa01
141,Tyler Glasnow,29,TBR,120,21,21,10,7,4,3,1,12,9,0.571,1,2,0,0,9,43%,58,75,24,11,2,0,12,4.5,4.4,5.7,90,2,16,3,0,103,glasnty01
142,Austin Gomber*,29,COL,139,27,27,9,9,9,3,2,13,14,0.481,5,4,0,0,12,44%,44.6,64,0,22,11,0,16,5.2,4.7,5.1,80,11,16,0,0,94,gombeau01
143,Tony Gonsolin,29,LAD,103,20,20,8,5,7,5,1,11,9,0.55,1,2,0,0,4,20%,49.4,72,2,10,3,0,12,6.1,6.2,5.2,83,5,14,1,0,109,gonsoto01
144,Marco Gonzales*,31,SEA,50,10,10,4,1,5,2,0,7,3,0.7,3,2,0,0,4,40%,45.8,64,6,7,4,0,7,5.4,4.8,5,81,4,6,0,0,93,gonzama02
145,Victor González*,27,LAD,33.2,34,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,51,51,51,12,6,0,1,4,9,0.7,14,1,0,0,0,14,gonzavi02
146,MacKenzie Gore*,24,WSN,136.1,27,27,7,10,10,5,2,10,17,0.37,2,3,0,0,8,30%,50.7,77,18,14,0,0,15,3.8,3.6,5,91,2,16,9,0,106,gorema01
147,Brusdar Graterol,24,LAD,67.1,68,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,58,58,58,7,0,0,0,2,0,2,29,1,0,0,0,29,gratebr01
148,Jon Gray,31,TEX,157.1,29,29,9,8,12,3,4,17,12,0.586,1,5,1,0,12,41%,52.1,87,20,19,6,0,19,5.5,4.7,5.4,83,7,20,2,0,100,grayjo02
149,Josiah Gray,25,WSN,159,30,30,8,13,9,3,3,12,18,0.4,4,5,0,0,11,37%,51.1,72,30,12,4,0,18,3.9,4.6,5.3,94,1,21,8,0,106,grayjo03
150,Sonny Gray,33,MIN,184,32,32,8,8,16,2,4,14,18,0.438,6,5,0,0,17,53%,57.6,77,38,11,6,0,23,3.7,3.3,5.8,88,6,21,5,0,107,grayso01
151,Hunter Greene,23,CIN,112,22,22,4,7,11,1,1,9,13,0.409,2,4,0,0,7,32%,50.8,81,6,14,4,0,12,4.8,4.1,5.1,95,2,10,10,0,112,greenhu01
152,Zack Greinke,39,KCR,142.1,30,27,2,13,12,2,1,8,19,0.296,4,4,0,0,2,7%,47,69,18,14,8,0,16,3.4,2.7,4.9,75,15,12,0,0,91,greinza01
153,Michael Grove,26,LAD,69,18,12,1,3,8,1,0,6,6,0.5,1,2,0,0,0,0%,43.3,65,3,10,4,0,9,5.3,4.1,4.3,74,8,4,0,0,96,grovemi01
154,Javy Guerra,27,TOT,19.1,17,2,0,0,2,0,0,2,0,1,0,0,0,0,0,0%,,51,50,4,1,1,1,6.2,0,0.8,19,2,0,0,0,19,guerrja02
155,Javy Guerra,27,TBR,11,9,2,0,0,2,0,0,2,0,1,0,0,0,0,0,0%,50.5,51,50,2,0,1,1,6.2,0,0.8,19,2,0,0,0,19,guerrja02
156,Ian Hamilton,28,NYY,58,39,3,0,0,3,0,0,2,1,0.667,0,0,0,0,0,0%,47.3,53,44,16,5,3,0,5.7,9,1.3,23,3,0,0,0,29,hamilia01
157,Emerson Hancock,24,SEA,12,3,3,0,0,3,0,0,3,0,1,1,0,0,0,0,0%,47.7,59,30,0,0,0,2,7.7,9,4,65,2,1,0,0,87,hancoem01
158,Hogan Harris*,26,OAK,63,14,6,1,5,0,1,2,1,5,0.167,0,0,0,0,2,33%,38.8,63,8,6,3,0,2,2.8,3.6,5,87,3,2,1,0,105,harriho03
159,Kyle Harrison*,21,SFG,34.2,7,7,1,1,5,0,0,3,4,0.429,0,3,0,0,1,14%,51.7,76,34,3,0,0,5,4,2,5,84,2,5,0,0,94,harriky01
160,Thomas Hatch,28,TOT,28.2,18,2,0,0,2,0,0,2,0,1,0,1,0,0,0,0%,,55,40,5,1,2,0,9.5,3,2.7,39,2,0,0,0,45,hatchto01
161,Thomas Hatch,28,PIT,22.1,12,2,0,0,2,0,0,2,0,1,0,1,0,0,0,0%,47.5,55,40,3,1,2,0,9.5,3,2.7,39,2,0,0,0,45,hatchto01
162,Andrew Heaney*,32,TEX,147.1,34,28,9,6,13,5,2,16,12,0.571,2,2,0,0,7,25%,50.8,79,16,30,1,1,20,6.6,6,4.9,85,6,21,1,0,101,heanean01
163,Kyle Hendricks,33,CHC,137,24,24,6,8,10,2,4,12,12,0.5,3,2,0,0,12,50%,51,82,21,16,4,0,9,4.3,3.5,5.7,88,4,19,1,0,100,hendrky01
164,Tommy Henry*,25,ARI,89,17,16,5,4,7,3,1,10,6,0.625,0,1,0,0,6,38%,49.5,78,31,14,3,1,8,6.1,5.8,5.5,86,3,13,0,0,97,henryto01
165,Jimmy Herget,29,LAA,29,29,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,55,55,55,2,0,1,0,3,0,1,12,1,0,0,0,12,hergeji01
166,Carlos Hernández,26,KCR,70,67,4,0,0,4,0,0,1,3,0.25,0,1,0,0,0,0%,52,59,34,12,4,4,0,3.8,6.4,1.8,28,4,0,0,0,33,hernaca04
167,Rich Hill*,43,TOT,146.1,32,27,7,14,6,2,1,10,17,0.37,1,3,0,0,7,26%,45.2,75,17,16,1,0,14,4.7,4.7,5,87,7,15,5,0,119,hillri01
168,Rich Hill*,43,PIT,119,22,22,7,10,5,2,1,10,12,0.455,1,3,0,0,7,32%,47.5,75,19,13,1,0,12,5.1,5,5.4,93,3,14,5,0,119,hillri01
169,Rich Hill*,43,SDP,27.1,10,5,0,4,1,0,0,0,5,0,0,0,0,0,0,0%,35.2,53,17,3,0,0,2,2.8,2.1,3.3,63,4,1,0,0,83,hillri01
170,Bryan Hoeing,26,MIA,70.2,33,7,0,2,5,0,0,5,2,0.714,2,0,0,0,0,0%,43.6,66,20,6,0,1,3,7.1,6.2,4.1,66,6,1,0,0,87,hoeinbr01
171,Tyler Holton*,27,DET,85.1,59,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,53,53,53,14,3,1,0,2,0,1,13,1,0,0,0,13,holtoty01
172,Tanner Houck,27,BOS,106,21,21,6,10,5,3,1,9,12,0.429,0,2,0,0,5,24%,48.7,73,15,10,7,0,17,5.5,4.9,5,83,9,11,1,0,105,houckta01
173,Adrian Houser,30,MIL,111.1,23,21,8,5,8,4,0,14,7,0.667,1,6,0,0,6,29%,49.3,67,15,14,4,0,16,5,4.4,5.1,84,5,15,1,0,104,housead01
174,Dakota Hudson,28,STL,81.1,18,12,5,3,4,3,0,7,5,0.583,1,1,0,0,4,33%,45.3,65,18,14,7,1,7,5.1,5.6,5.4,86,3,7,2,0,105,hudsoda02
175,Cole Irvin*,29,BAL,77.1,24,12,1,4,7,1,0,8,4,0.667,2,2,0,0,1,8%,48.3,68,24,10,8,0,9,4.5,3.8,4.8,78,5,6,1,0,101,irvinco01
176,Jake Irvin,26,WSN,121,24,24,3,7,14,1,2,11,13,0.458,2,5,0,0,8,33%,48.5,67,22,22,4,0,16,4.4,4.1,5,89,4,17,3,0,111,irvinja01
177,Andre Jackson,27,TOT,61.1,19,7,1,3,3,1,0,3,4,0.429,0,0,0,0,0,0%,,66,30,8,4,0,4,3.6,2.3,3.9,66,5,2,0,0,86,jacksan01
178,Andre Jackson,27,PIT,43.2,12,7,1,3,3,1,0,3,4,0.429,0,0,0,0,0,0%,48.4,66,30,6,2,0,4,3.6,2.3,3.9,66,5,2,0,0,86,jacksan01
179,Joe Jacques*,28,BOS,26.2,23,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,34,34,34,8,3,1,0,0,0,1.3,29,1,0,0,0,29,jacqujo01
180,Drey Jameson,25,ARI,40.2,15,3,0,1,2,0,0,2,1,0.667,0,0,0,0,0,0%,46.3,60,33,4,1,0,1,6.9,11,2.9,56,3,0,0,0,71,jamesdr01
181,Bryce Jarvis,25,ARI,23.2,11,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,48,48,48,0,0,1,0,1,3,2.7,38,1,0,0,0,38,jarvibr01
182,Cristian Javier,26,HOU,162,31,31,10,5,16,4,1,21,10,0.677,3,11,0,0,11,35%,51.1,68,17,12,7,0,26,6.4,5.5,5.2,93,0,25,6,0,105,javiecr01
183,Dany Jiménez,29,OAK,23.1,25,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,53,53,53,6,0,1,0,5.6,0,1,16,1,0,0,0,16,jimenda01
184,Jakob Junis,30,SFG,86,40,4,0,0,4,0,0,3,1,0.75,0,1,0,0,0,0%,59,64,48,13,1,1,0,5.1,4.8,3.2,50,4,0,0,0,62,junisja01
185,Janson Junk,27,MIL,7.1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,32,32,32,1,0,0,1,3,0,4.7,79,1,0,0,0,79,junkja01
186,James Kaprielian,29,OAK,61,14,11,2,6,3,0,1,3,8,0.273,2,0,0,0,3,27%,45.5,60,25,9,1,0,7,3.8,3.3,5.3,93,1,7,3,0,106,kaprija01
187,Karl Kauffmann,25,COL,35,11,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0%,26,33,15,10,7,0,1,3,3.5,4.2,81,1,2,0,0,85,kauffka01
188,Brad Keller,27,KCR,45.1,11,9,3,4,2,2,0,4,5,0.444,0,1,0,0,1,11%,45.7,70,12,8,1,0,4,4.8,4.9,4.8,92,0,8,1,0,105,kellebr01
189,Mitch Keller,27,PIT,194.1,32,32,13,9,10,3,0,17,15,0.531,5,2,1,1,18,56%,53.6,86,15,5,3,0,20,4.1,3.8,6.1,97,0,19,13,0,108,kellemi03
190,Trevor Kelley,30,TBR,15.1,10,3,0,0,3,0,0,1,2,0.333,0,0,0,0,0,0%,53.7,57,52,3,0,2,1,5.5,6.4,2.1,33,3,0,0,0,35,kelletr01
191,Merrill Kelly,34,ARI,177.2,30,30,12,8,10,2,2,16,14,0.533,3,2,0,0,18,60%,56.8,87,13,19,5,0,11,4,3.6,5.9,93,1,23,6,0,108,kellyme01
192,Brett Kennedy,28,CIN,18,5,2,1,0,1,1,0,2,0,1,0,0,0,0,0,0%,52,62,42,2,2,0,2,4.7,5.7,5,81,1,1,0,0,86,kennebr02
193,Clayton Kershaw*,35,LAD,131.2,24,24,13,5,6,3,0,17,7,0.708,1,4,0,0,11,46%,59,82,34,8,0,0,20,5.3,5.3,5.5,84,8,13,3,0,105,kershcl01
194,Dallas Keuchel*,35,MIN,37.2,10,6,1,1,4,0,0,4,2,0.667,0,2,0,0,1,17%,43,74,17,9,1,0,4,4.7,4.7,4.2,70,5,1,0,0,85,keuchda01
195,Yusei Kikuchi*,32,TOR,167.2,32,32,11,6,15,5,1,21,11,0.656,3,7,0,0,9,28%,52.3,75,26,17,6,0,16,5.7,4.8,5.2,88,5,24,3,0,103,kikucyu01
196,Caleb Kilian,26,CHC,5.1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,14,14,14,2,1,0,1,6,4.5,3.3,88,0,1,0,0,88,kiliaca01
197,Michael King,28,NYY,104.2,49,9,1,4,4,1,1,3,6,0.333,0,1,0,0,2,22%,56.6,76,31,13,1,2,3,2.6,0.9,4.5,73,6,2,1,0,101,kingmi01
198,George Kirby,25,SEA,190.2,31,31,13,10,8,0,4,17,14,0.548,1,3,1,0,20,65%,56.6,88,21,8,0,0,19,4.5,3.3,6.2,91,3,23,5,0,103,kirbyge01
199,Corey Kluber,37,BOS,55,15,9,2,6,1,1,0,3,6,0.333,0,1,0,0,1,11%,43.2,61,28,9,6,0,8,4.4,4.3,4.6,86,3,3,3,0,105,klubeco01
200,Reiss Knehr,26,SDP,5.2,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,23,23,23,0,0,0,1,4,9,2,55,1,0,0,0,55,knehrre01
201,Matt Koch,32,COL,38.2,39,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,53,53,53,11,3,1,0,6,0,1,13,1,0,0,0,13,kochma01
202,Michael Kopech,27,CHW,129.1,30,27,5,12,10,3,1,9,18,0.333,2,2,0,0,5,19%,48.6,90,11,18,2,0,16,3.6,4.4,4.7,87,5,15,7,0,104,kopecmi01
203,Dean Kremer,27,BAL,172.2,32,32,13,5,14,4,2,24,8,0.75,4,3,0,0,14,44%,51.1,72,20,26,8,0,21,5.9,4.8,5.4,91,1,28,3,0,105,kremede01
204,Chad Kuhl,30,WSN,38.1,16,5,0,2,3,0,0,1,4,0.2,2,0,0,0,0,0%,35.2,52,15,9,2,0,4,5.4,8.2,4.4,92,0,4,1,0,100,kuhlch01
205,Jimmy Lambert,28,CHW,37.2,35,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,50,50,50,7,0,0,1,0,0,1,20,1,0,0,0,20,lambeji01
206,Peter Lambert,26,COL,87.1,25,11,2,6,3,1,1,2,9,0.182,2,0,0,0,3,27%,49.5,69,27,11,7,1,7,3.8,5.3,5.1,82,4,7,0,0,99,lambepe01
207,Dinelson Lamet,30,TOT,27.2,17,4,0,3,1,0,0,1,3,0.25,0,1,0,0,0,0%,,47,20,7,4,0,2,2.5,0.6,3.8,84,1,3,0,0,91,lametdi01
208,Dinelson Lamet,30,COL,25.2,16,4,0,3,1,0,0,1,3,0.25,0,1,0,0,0,0%,33.3,47,20,7,4,0,2,2.5,0.6,3.8,84,1,3,0,0,91,lametdi01
209,Eric Lauer*,28,MIL,46.2,10,9,3,6,0,1,0,3,6,0.333,0,0,0,0,2,22%,39.9,66,10,5,0,0,8,4.6,6.7,4.6,84,2,7,0,0,94,lauerer01
210,Derek Law,32,CIN,55,54,3,0,1,2,0,0,2,1,0.667,0,0,0,0,0,0%,50.3,54,46,18,4,2,1,4.5,9,1.2,22,3,0,0,0,27,lawde01
211,Dylan Lee*,28,ATL,23.2,24,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,60,60,60,7,1,1,0,2,0,2.7,31,1,0,0,0,31,leedy01
212,Matthew Liberatore*,23,STL,61.2,22,11,2,5,4,1,0,4,7,0.364,1,3,0,0,2,18%,42.6,85,23,12,2,1,9,4.4,3.7,4.5,78,4,6,1,0,101,liberma01
213,Zack Littell,27,TOT,90,28,14,3,5,6,2,3,6,8,0.429,1,1,0,0,4,29%,,71,31,9,5,1,6,4.7,4.1,5.1,72,7,7,0,0,99,litteza01
214,Zack Littell,27,TBR,87,26,14,3,5,6,2,3,6,8,0.429,1,1,0,0,4,29%,53.4,71,31,9,5,1,6,4.7,4.1,5.1,72,7,7,0,0,99,litteza01
215,Ben Lively,31,CIN,88.2,19,12,3,6,3,2,1,5,7,0.417,0,0,0,0,2,17%,46.8,65,-16,15,4,1,5,5.3,4.4,5.5,86,3,7,2,0,104,livelbe01
216,Nick Lodolo*,25,CIN,34.1,7,7,2,1,4,2,0,4,3,0.571,2,2,0,0,1,14%,43.7,81,11,6,0,0,5,4.6,4.5,4.9,92,2,2,3,0,109,lodolni01
217,Sam Long*,27,OAK,45,40,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,36,36,36,12,7,0,0,3,0,1,31,1,0,0,0,31,longsa01
218,Jacob Lopez*,25,TBR,12.1,4,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0%,32,32,32,2,0,0,1,12,16.5,5.3,88,0,1,0,0,88,lopezja04
219,Pablo López,27,MIN,194,32,32,11,8,13,3,4,19,13,0.594,3,6,1,1,20,63%,56.8,92,29,12,7,0,22,5.5,4.6,6.1,95,1,22,9,0,106,lopezpa01
220,Michael Lorenzen,31,TOT,153,29,25,9,9,7,2,2,12,13,0.48,2,3,1,1,11,44%,52.4,88,18,10,4,0,18,4.8,4.5,5.9,91,4,18,2,1,124,lorenmi01
221,Michael Lorenzen,31,DET,105.2,18,18,5,7,6,1,2,8,10,0.444,2,1,0,0,8,44%,54.7,75,26,7,4,0,12,4.2,4.2,5.9,89,3,14,1,0,100,lorenmi01
222,Michael Lorenzen,31,PHI,47.1,11,7,4,2,1,1,0,4,3,0.571,0,2,1,1,3,43%,46.4,88,18,3,0,0,6,6.3,5.4,6.1,96,1,4,1,1,124,lorenmi01
223,Joey Lucchesi*,30,NYM,46.2,9,9,4,0,5,1,0,5,4,0.556,1,3,0,0,3,33%,52.8,76,37,9,4,1,8,6.6,5.4,5.2,77,3,6,0,0,99,lucchjo01
224,Seth Lugo,33,SDP,146.1,26,26,8,7,11,0,2,12,14,0.462,4,4,0,0,17,65%,54.3,82,12,9,3,0,16,4.6,4.3,5.6,91,3,18,4,1,123,lugose01
225,Jesús Luzardo*,25,MIA,178.2,32,32,10,10,12,2,1,19,13,0.594,5,2,0,0,17,53%,55,81,15,24,10,0,20,4.7,3.8,5.6,93,1,26,5,0,115,luzarje01
226,Jordan Lyles,32,KCR,177.2,31,31,6,17,8,5,1,7,24,0.226,4,3,3,0,4,13%,45.4,73,20,16,12,0,20,4.9,4.8,5.7,91,3,22,6,0,114,lylesjo01
227,Daniel Lynch IV*,26,KCR,52.1,9,9,3,4,2,2,2,4,5,0.444,0,1,0,0,4,44%,49.4,75,36,1,0,0,7,3.7,3.3,5.8,90,3,4,2,0,108,lynchda02
228,Lance Lynn,36,TOT,183.2,32,32,13,11,8,5,1,17,15,0.531,2,3,0,0,13,41%,47.1,85,15,20,10,0,19,5.3,5.4,5.7,99,0,17,15,0,114,lynnla01
229,Lance Lynn,36,CHW,119.2,21,21,6,9,6,3,1,8,13,0.381,2,3,0,0,6,29%,45.2,85,15,14,7,0,11,4.7,5.4,5.7,101,0,8,13,0,114,lynnla01
230,Lance Lynn,36,LAD,64,11,11,7,2,2,2,0,9,2,0.818,0,0,0,0,7,64%,50.8,71,16,6,3,0,8,6.5,5.4,5.8,95,0,9,2,0,111,lynnla01
231,Kenta Maeda,35,MIN,104.1,21,20,6,7,7,3,1,10,10,0.5,3,1,0,0,6,30%,52.9,73,-3,7,2,0,13,5.5,5.2,5.1,82,4,15,1,0,105,maedake01
232,Tyler Mahle,28,MIN,25.2,5,5,1,2,2,1,0,2,3,0.4,1,0,0,0,1,20%,55.2,67,45,2,0,0,5,4.5,4.8,5.1,84,1,4,0,0,92,mahlety01
233,Sean Manaea*,31,SFG,117.2,37,10,3,3,4,2,0,3,7,0.3,1,3,0,0,3,30%,48,73,25,20,9,1,4,5.5,4.5,4.7,83,3,6,1,0,100,manaese01
234,Matt Manning,25,DET,78,15,15,5,4,6,3,0,8,7,0.533,2,2,0,0,4,27%,53,76,25,6,3,0,10,4.4,4,5.2,79,3,12,0,0,96,mannima02
235,Alek Manoah,25,TOR,87.1,19,19,3,9,7,0,0,8,11,0.421,1,2,0,0,4,21%,44.1,77,12,18,2,0,13,4.6,3.6,4.6,89,1,15,3,0,103,manoaal01
236,Joe Mantiply*,32,ARI,39,35,3,0,1,2,0,0,2,1,0.667,0,0,0,0,0,0%,49.7,53,46,10,6,3,0,4.4,0,1,10,3,0,0,0,13,mantijo01
237,Germán Márquez,28,COL,20,4,4,2,2,0,1,0,2,2,0.5,0,0,0,0,1,25%,50,59,40,2,0,0,3,4.4,3.9,5,75,2,2,0,0,95,marquge01
238,Alec Marsh,25,KCR,74.1,17,8,0,7,1,0,1,0,8,0,0,1,0,0,1,13%,41.4,64,19,14,5,1,5,3,2.2,4.4,85,3,4,1,0,101,marshal01
239,Adrián Martinez,26,OAK,55,22,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,49,49,49,6,0,1,0,0,0,2.3,41,1,0,0,0,41,martiad01
240,Nick Martinez,32,SDP,110.1,63,9,2,1,6,1,0,5,4,0.556,0,1,0,0,2,22%,57.2,75,39,9,3,3,6,3.9,2.3,4.7,73,5,2,2,0,101,martini01
241,Steven Matz*,32,STL,105,25,17,4,6,7,1,0,8,9,0.471,3,1,0,0,4,24%,50.2,71,16,16,5,1,9,4.1,3.9,5.2,93,1,13,3,0,110,matzst01
242,Dustin May,25,LAD,48,9,9,4,1,4,2,0,6,3,0.667,1,0,0,0,4,44%,58.2,74,34,3,0,0,6,4.7,3.9,5.3,82,2,6,1,0,104,maydu01
243,Mike Mayers,31,KCR,26.1,6,2,0,0,2,0,0,2,0,1,0,1,0,0,0,0%,41,55,27,4,1,0,2,7.7,4.7,4.8,80,1,1,0,0,84,mayermi01
244,James McArthur,26,KCR,23.1,18,2,0,0,2,0,0,0,2,0,0,1,0,0,0,0%,47,57,37,0,0,2,0,3,0,1.5,20,2,0,0,0,23,mcartja01
245,Shane McClanahan*,26,TBR,115,21,21,11,2,8,2,0,15,6,0.714,1,2,0,0,12,57%,56.1,72,31,5,1,0,13,6,5.6,5.5,87,4,16,1,0,102,mcclash01
246,Easton McGee,25,SEA,6.2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,100%,73,73,73,1,0,0,1,0,0,6.7,64,1,0,0,0,64,mcgeeea01
247,Scott McGough,33,ARI,70.1,63,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,56,56,56,13,6,0,0,8,6,2.3,40,1,0,0,0,40,mcgousc01
248,Collin McHugh,36,ATL,58.2,41,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0%,37,37,37,12,0,1,0,5,9,1.7,49,1,0,0,0,49,mchugco01
249,Triston McKenzie,25,CLE,16,4,4,0,3,1,0,0,1,3,0.25,0,0,0,0,0,0%,48.8,74,35,5,0,0,4,1.8,0.6,4,75,3,1,0,0,92,mckentr01
250,John Means*,30,BAL,23.2,4,4,1,2,1,0,1,2,2,0.5,1,0,0,0,2,50%,59.3,75,46,1,0,0,3,3,1.9,5.9,85,1,3,0,0,96,meansjo01
251,Luis Medina,24,OAK,109.2,23,17,2,9,6,2,1,4,13,0.235,0,3,0,0,3,18%,46.1,68,18,12,7,0,12,2.9,2.7,4.8,86,3,13,1,0,100,medinlu02
252,Trevor Megill,29,MIL,34.2,31,2,0,0,2,0,0,1,1,0.5,0,1,0,0,0,0%,46,52,40,4,0,2,0,3.5,0,1,20,2,0,0,0,31,megiltr01
253,Tylor Megill,27,NYM,126.1,25,25,9,8,8,5,0,11,14,0.44,2,4,0,0,6,24%,46.3,71,11,17,5,0,18,4.3,4.2,5.1,89,4,18,3,0,103,megilty01
254,Miles Mikolas,34,STL,201.1,35,35,9,13,13,0,3,15,20,0.429,5,3,0,0,14,40%,48.2,85,24,17,9,1,16,4.1,3.5,5.8,91,2,26,7,0,109,mikolmi01
255,Wade Miley*,36,MIL,120.1,23,23,9,4,10,3,0,15,8,0.652,2,3,0,0,9,39%,54,77,28,8,3,0,21,4.2,3.6,5.2,81,6,17,0,0,95,mileywa01
256,Bobby Miller,24,LAD,124.1,22,22,11,4,7,5,1,15,7,0.682,1,4,0,0,9,41%,54.8,75,18,16,5,0,18,6,4.6,5.7,89,3,16,3,0,104,millebo06
257,Bryce Miller,24,SEA,131.1,25,25,8,7,10,2,1,13,12,0.52,2,3,0,0,9,36%,51.7,74,13,12,6,0,15,4.1,4.2,5.3,84,6,18,1,0,102,millebr04
258,Mason Miller,24,OAK,33.1,10,6,0,3,3,0,1,1,5,0.167,1,1,0,0,2,33%,54.2,79,40,3,1,0,3,2.2,1.9,4.1,74,2,3,1,0,100,millema03
259,Shelby Miller,32,LAD,42,36,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,52,52,52,7,2,1,0,6,9,1,16,1,0,0,0,16,millesh01
260,Tommy Milone*,36,SEA,9,2,2,0,1,1,0,0,1,1,0.5,0,0,0,0,0,0%,50,55,45,3,0,0,2,2.6,5,4.5,82,0,2,0,0,82,milonto01
261,Carmen Mlodzinski,24,PIT,36,35,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,51,51,51,6,4,0,0,4,9,1.3,29,1,0,0,0,29,mlodzca01
262,Sam Moll*,31,TOT,62.1,70,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,,54,54,30,6,1,0,5,27,1,23,1,0,0,0,23,mollsa01
263,Sam Moll*,31,OAK,37.2,45,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,54,54,54,19,6,1,0,5,27,1,23,1,0,0,0,23,mollsa01
264,Jordan Montgomery*,30,TOT,188.2,32,32,10,11,11,1,5,11,21,0.344,7,3,0,0,20,63%,54.9,79,16,20,6,0,18,4.2,4.5,5.9,91,4,24,4,0,107,montgjo01
265,Jordan Montgomery*,30,STL,121,21,21,6,9,6,1,4,7,14,0.333,3,2,0,0,12,57%,53.3,78,16,14,3,0,12,4.3,4.5,5.8,92,3,15,3,0,107,montgjo01
266,Jordan Montgomery*,30,TEX,67.2,11,11,4,2,5,0,1,4,7,0.364,4,1,0,0,8,73%,58,79,21,6,3,0,6,4.2,4.5,6.2,90,1,9,1,0,102,montgjo01
267,Adrián Morejón*,24,SDP,9,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,54,54,54,6,1,0,0,3,0,3,42,1,0,0,0,42,morejad01
268,Charlie Morton,39,ATL,163.1,30,30,14,12,4,5,3,17,13,0.567,3,1,0,0,12,40%,53.3,83,28,22,3,0,20,5.5,5.9,5.4,95,1,17,12,0,109,mortoch02
269,Kyle Muller*,25,OAK,77,21,13,1,5,7,1,0,5,8,0.385,1,4,0,0,0,0%,35.8,57,13,12,5,0,11,4.7,3.9,4.6,87,3,10,0,0,98,mulleky01
270,Joe Musgrove,30,SDP,97.1,17,17,10,3,4,1,1,11,6,0.647,2,1,0,0,11,65%,56.5,77,22,5,2,0,10,6.2,6.2,5.7,91,1,12,4,0,109,musgrjo01
271,Zach Neal,34,OAK,27,14,2,1,0,1,1,0,1,1,0.5,0,0,0,0,0,0%,48.5,53,44,4,4,0,0,8,10.8,5,85,0,2,0,0,87,nealza01
272,Kyle Nelson*,26,ARI,56,68,2,0,1,1,0,0,1,1,0.5,0,0,0,0,0,0%,47,57,37,29,9,2,0,2,0,0.8,15,2,0,0,0,18,nelsoky01
273,Ryne Nelson,25,ARI,144,29,27,7,8,12,3,0,12,15,0.444,5,3,0,0,7,26%,44.8,73,14,14,0,0,12,4.6,5,5.1,84,6,21,0,0,98,nelsory01
274,Sean Newcomb*,30,OAK,15,7,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0%,47.5,63,32,0,0,0,1,2.5,1.3,3.5,71,2,0,0,0,79,newcose01
275,Aaron Nola,30,PHI,193.2,32,32,12,9,11,3,1,19,13,0.594,5,2,0,0,15,47%,53.1,83,22,21,10,0,20,5.5,5.3,6.1,96,1,19,12,0,108,nolaaa01
276,Bailey Ober,27,MIN,144.1,26,26,8,6,12,3,1,16,10,0.615,2,8,0,0,12,46%,55.8,81,21,3,1,0,18,4.2,3.1,5.6,90,4,20,2,0,104,oberba01
277,Shohei Ohtani,28,LAA,132,23,23,10,5,8,3,2,14,9,0.609,2,3,1,1,12,52%,60.2,90,34,4,2,1,22,4.4,4.2,5.7,91,3,12,8,0,111,ohtansh01
278,Steven Okert*,31,MIA,58.2,64,2,0,1,1,0,0,1,1,0.5,0,1,0,0,0,0%,35,39,31,20,6,2,0,4.5,0,0.5,15,2,0,0,0,18,okertst01
279,Adam Oller,28,OAK,19.2,9,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0%,14,14,14,5,2,0,1,7,12,2.3,81,0,1,0,0,81,ollerad01
280,Reese Olson,23,DET,103.2,21,18,5,7,6,1,1,10,8,0.556,0,4,0,0,6,33%,52.4,73,24,11,5,0,13,4.7,3.5,5.1,88,4,11,3,0,104,olsonre01
